"Date Stamped","Registrant Name","Registration Number","Document Type","Short Form Name","Foreign Principal Name","Foreign Principal Country","Url"
"12/30/2017","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20171230-218.pdf"
"11/20/2017","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20171120-216.pdf"
"11/20/2017","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Polska Grupa Zbrojeniowa","POLAND","https://efile.fara.gov/docs/5430-Exhibit-AB-20171120-63.pdf"
"11/11/2017","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20171111-17.pdf"
"09/07/2017","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Aviora Consult EAD (on behalf of Delyan Peevski","BULGARIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20170907-62.pdf"
"09/07/2017","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20170907-214.pdf"
"06/30/2017","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20170630-35.pdf"
"03/29/2017","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20170329-16.pdf"
"03/27/2017","BGR Government Affairs, LLC","5430","Exhibit AB"," ","National Reforms Council of Ukraine","UKRAINE","https://efile.fara.gov/docs/5430-Exhibit-AB-20170327-61.pdf"
"03/27/2017","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20170327-15.pdf"
"03/20/2017","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20170320-210.pdf"
"03/20/2017","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20170320-60.pdf"
"03/20/2017","BGR Government Affairs, LLC","5430","Informational Materials"," ","Democratic Republic of the Congo","CONGO REPUBLIC OF THE","https://efile.fara.gov/docs/5430-Informational-Materials-20170320-3.pdf"
"03/20/2017","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20170320-212.pdf"
"02/28/2017","BGR Government Affairs, LLC","5430","Short-Form","Vajdich, Daniel"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20170228-208.pdf"
"01/11/2017","BGR Government Affairs, LLC","5430","Exhibit AB"," ","National Reforms Council of Ukraine","UKRAINE","https://efile.fara.gov/docs/5430-Exhibit-AB-20170111-59.pdf"
"01/11/2017","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20170111-14.pdf"
"01/06/2017","BGR Government Affairs, LLC","5430","Informational Materials"," ","Democratic Republic of the Congo","CONGO REPUBLIC OF THE","https://efile.fara.gov/docs/5430-Informational-Materials-20170106-1.pdf"
"01/02/2017","BGR Government Affairs, LLC","5430","Short-Form","Rogers Jr., Edward M."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20170102-206.pdf"
"01/02/2017","BGR Government Affairs, LLC","5430","Short-Form","Seiden, Maya"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20170102-204.pdf"
"01/02/2017","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20170102-200.pdf"
"01/02/2017","BGR Government Affairs, LLC","5430","Short-Form","Barbour, Haley"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20170102-198.pdf"
"01/01/2017","BGR Government Affairs, LLC","5430","Short-Form","Rogers Jr., Edward M."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20170101-202.pdf"
"01/01/2017","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of Ukraine","UKRAINE","https://efile.fara.gov/docs/5430-Exhibit-AB-20170101-58.pdf"
"12/30/2016","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20161230-34.pdf"
"11/09/2016","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Democratic Republic of the Congo","CONGO REPUBLIC OF THE","https://efile.fara.gov/docs/5430-Exhibit-AB-20161109-57.pdf"
"11/09/2016","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20161109-13.pdf"
"09/30/2016","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20160930-190.pdf"
"09/30/2016","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20160930-188.pdf"
"09/30/2016","BGR Government Affairs, LLC","5430","Short-Form","Ahrens, Frank"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20160930-192.pdf"
"09/08/2016","BGR Government Affairs, LLC","5430","Short-Form","Rogers, Edward R."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20160908-186.pdf"
"09/06/2016","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Democratic Republic of the Congo","CONGO REPUBLIC OF THE","https://efile.fara.gov/docs/5430-Exhibit-AB-20160906-56.pdf"
"06/30/2016","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Exhibit-AB-20160630-54.pdf"
"06/30/2016","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20160630-33.pdf"
"06/30/2016","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20160630-55.pdf"
"03/15/2016","BGR Government Affairs, LLC","5430","Short-Form","Rogers, Edward M. Jr.,"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20160315-184.pdf"
"03/15/2016","BGR Government Affairs, LLC","5430","Short-Form","Mudallali, Amal"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20160315-180.pdf"
"03/15/2016","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20160315-182.pdf"
"03/15/2016","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Center for Studies and Media Affairs at the Saudi Royal Court","SAUDI ARABIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20160315-53.pdf"
"12/28/2015","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20151228-12.pdf"
"12/28/2015","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20151228-32.pdf"
"06/30/2015","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20150630-31.pdf"
"04/17/2015","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Republic of Korea","KOREA SOUTH","https://efile.fara.gov/docs/5430-Exhibit-AB-20150417-52.pdf"
"04/17/2015","BGR Government Affairs, LLC","5430","Short-Form","Ahrens, Frank"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20150417-178.pdf"
"12/29/2014","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20141229-30.pdf"
"06/30/2014","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20140630-29.pdf"
"06/30/2014","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Exhibit-AB-20140630-47.pdf"
"02/18/2014","BGR Government Affairs, LLC","5430","Short-Form","Ahrens, Frank"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20140218-176.pdf"
"01/17/2014","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20140117-11.pdf"
"12/20/2013","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20131220-28.pdf"
"09/23/2013","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20130923-172.pdf"
"09/23/2013","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Exhibit-AB-20130923-46.pdf"
"07/10/2013","BGR Government Affairs, LLC","5430","Short-Form","Rogers, Edward M. Jr.,"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20130710-166.pdf"
"07/10/2013","BGR Government Affairs, LLC","5430","Short-Form","Lukawski, Jennifer Larkin"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20130710-168.pdf"
"07/10/2013","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of The Gambia","GAMBIA THE","https://efile.fara.gov/docs/5430-Exhibit-AB-20130710-45.pdf"
"07/10/2013","BGR Government Affairs, LLC","5430","Short-Form","Faulkner, Charles"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20130710-170.pdf"
"06/30/2013","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20130630-27.pdf"
"12/20/2012","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20121220-26.pdf"
"10/01/2012","BGR Government Affairs, LLC","5430","Short-Form","Faulkner, Charles"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20121001-160.pdf"
"10/01/2012","BGR Government Affairs, LLC","5430","Short-Form","Wells, Erskine"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20121001-158.pdf"
"10/01/2012","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20121001-164.pdf"
"10/01/2012","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Royal Thai Embassy, Washington, DC","THAILAND","https://efile.fara.gov/docs/5430-Exhibit-AB-20121001-44.pdf"
"10/01/2012","BGR Government Affairs, LLC","5430","Short-Form","Mantz, Jonathan"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20121001-156.pdf"
"10/01/2012","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20121001-162.pdf"
"06/29/2012","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of Mauritius","MAURITIUS","https://efile.fara.gov/docs/5430-Exhibit-AB-20120629-43.pdf"
"06/29/2012","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20120629-25.pdf"
"06/25/2012","BGR Government Affairs, LLC","5430","Short-Form","Faulkner, Charles"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20120625-154.pdf"
"04/20/2012","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20120420-150.pdf"
"04/20/2012","BGR Government Affairs, LLC","5430","Short-Form","Reid, Morris"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20120420-152.pdf"
"04/20/2012","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20120420-146.pdf"
"04/20/2012","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of Mauritius","MAURITIUS","https://efile.fara.gov/docs/5430-Exhibit-AB-20120420-42.pdf"
"04/20/2012","BGR Government Affairs, LLC","5430","Short-Form","Turenne, William Joseph"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20120420-148.pdf"
"02/07/2012","BGR Government Affairs, LLC","5430","Exhibit AB"," ","BGR Gabara, Ltd. (for Bidzina Ivanishvili)","GEORGIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20120207-41.pdf"
"02/07/2012","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20120207-10.pdf"
"12/21/2011","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20111221-24.pdf"
"12/21/2011","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20111221-40.pdf"
"11/28/2011","BGR Government Affairs, LLC","5430","Exhibit AB"," ","BGR Gabara, Ltd. (for Bidzina Ivanishvili)","GEORGIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20111128-39.pdf"
"11/28/2011","BGR Government Affairs, LLC","5430","Short-Form","Volker, Kurt"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20111128-138.pdf"
"11/28/2011","BGR Government Affairs, LLC","5430","Short-Form","Turenne, William Joseph"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20111128-140.pdf"
"11/28/2011","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20111128-142.pdf"
"11/28/2011","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20111128-144.pdf"
"08/04/2011","BGR Government Affairs, LLC","5430","Short-Form","Volker, Kurt"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20110804-136.pdf"
"07/22/2011","BGR Government Affairs, LLC","5430","Exhibit AB"," ","BGR Gabara, Ltd. (for Free Democrats)","GEORGIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20110722-38.pdf"
"07/22/2011","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20110722-132.pdf"
"07/22/2011","BGR Government Affairs, LLC","5430","Short-Form","Patten, William Samuel Jr."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20110722-134.pdf"
"06/30/2011","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20110630-23.pdf"
"06/30/2011","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20110630-37.pdf"
"06/30/2011","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Thaksin Shinawatra","THAILAND","https://efile.fara.gov/docs/5430-Exhibit-AB-20110630-36.pdf"
"06/30/2011","BGR Government Affairs, LLC","5430","Short-Form","Mantz, Jonathan"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20110630-130.pdf"
"06/30/2011","BGR Government Affairs, LLC","5430","Short-Form","Rogers, Edward M. Jr."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20110630-126.pdf"
"06/30/2011","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20110630-128.pdf"
"04/11/2011","BGR Government Affairs, LLC","5430","Exhibit AB"," ","BGR Gabara, Ltd. (for the Embassy of Kazakhstan, London UK)","KAZAKHSTAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20110411-35.pdf"
"04/11/2011","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20110411-120.pdf"
"04/11/2011","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20110411-124.pdf"
"04/11/2011","BGR Government Affairs, LLC","5430","Short-Form","Turenne, William Joseph"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20110411-122.pdf"
"02/03/2011","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20110203-108.pdf"
"12/21/2010","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20101221-22.pdf"
"12/21/2010","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20101221-29.pdf"
"10/29/2010","BGR Government Affairs, LLC","5430","Short-Form","Frisch, Jody H."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20101029-106.pdf"
"06/30/2010","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20100630-21.pdf"
"01/25/2010","BGR Government Affairs, LLC","5430","Short-Form","Turenne, William Joseph Jr."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20100125-104.pdf"
"01/25/2010","BGR Government Affairs, LLC","5430","Short-Form","Turenne, William Joseph Jr."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20100125-102.pdf"
"12/22/2009","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20091222-20.pdf"
"11/20/2009","BGR Government Affairs, LLC","5430","Short-Form","Hoy, Jessica"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20091120-100.pdf"
"10/16/2009","BGR Government Affairs, LLC","5430","Short-Form","Mantz, Jonathan"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20091016-98.pdf"
"07/22/2009","BGR Government Affairs, LLC","5430","Short-Form","Turenne, William Joseph"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20090722-96.pdf"
"07/22/2009","BGR Government Affairs, LLC","5430","Short-Form","Cpin, John"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20090722-94.pdf"
"06/30/2009","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20090630-19.pdf"
"06/30/2009","Barbour Griffith & Rogers, LLC","5430","Exhibit C"," "," "," ","https://efile.fara.gov/docs/5430-Exhibit-C-20090630-4.pdf"
"06/10/2009","BGR Government Affairs, LLC","5430","Short-Form","DiMartino, David"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20090610-88.pdf"
"04/30/2009","BGR Government Affairs, LLC","5430","Short-Form","Di Martino, David"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20090430-84.pdf"
"04/24/2009","BGR Government Affairs, LLC","5430","Short-Form","Reid, Morris L."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20090424-76.pdf"
"04/24/2009","BGR Government Affairs, LLC","5430","Short-Form","Cochran, Alexander"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20090424-78.pdf"
"04/24/2009","BGR Government Affairs, LLC","5430","Short-Form","Mantz, Jonathan"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20090424-80.pdf"
"01/21/2009","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20090121-9.pdf"
"12/23/2008","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20081223-18.pdf"
"12/18/2008","BGR Government Affairs, LLC","5430","Short-Form","Rademaker, Stephen"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20081218-74.pdf"
"10/21/2008","BGR Government Affairs, LLC","5430","Short-Form","Viney, Bill"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20081021-72.pdf"
"09/17/2008","BGR Government Affairs, LLC","5430","Conflict Provision"," "," "," ","https://efile.fara.gov/docs/5430-Conflict-Provision-(18USC219)-20080917-1.pdf"
"06/25/2008","Barbour Griffith & Rogers, LLC","5430","Exhibit C"," "," "," ","https://efile.fara.gov/docs/5430-Exhibit-C-20080625-3.pdf"
"06/25/2008","Barbour Griffith & Rogers, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20080625-17.pdf"
"05/28/2008","Barbour Griffith & Rogers, LLC","5430","Short-Form","Blackwill, Robert D."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20080528-68.pdf"
"05/28/2008","Barbour Griffith & Rogers, LLC","5430","Short-Form","Parasiliti, Andrew"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20080528-64.pdf"
"05/28/2008","Barbour Griffith & Rogers, LLC","5430","Short-Form","Rademaker, Stephen"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20080528-62.pdf"
"05/28/2008","Barbour Griffith & Rogers, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20080528-66.pdf"
"05/28/2008","Barbour Griffith & Rogers, LLC","5430","Short-Form","Rogers, Edward M."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20080528-70.pdf"
"05/28/2008","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Embassy of Poland","POLAND","https://efile.fara.gov/docs/5430-Exhibit-AB-20080528-28.pdf"
"12/19/2007","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Kurdish Regional Government (formerly known as Kurdish Democratic Party)","IRAQ","https://efile.fara.gov/docs/5430-Exhibit-AB-20071219-27.pdf"
"12/19/2007","Barbour Griffith & Rogers, LLC","5430","Short-Form","Parasiliti, Andrew"," "," ","Available-FARA-Public-Office"
"12/19/2007","Barbour Griffith & Rogers, LLC","5430","Short-Form","Burgeson, Eric"," "," ","Available-FARA-Public-Office"
"12/19/2007","Barbour Griffith & Rogers, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20071219-8.pdf"
"12/19/2007","Barbour Griffith & Rogers, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20071219-16.pdf"
"09/04/2007","Barbour Griffith & Rogers, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20070904-7.pdf"
"09/04/2007","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Iraqi National Accord","IRAQ","https://efile.fara.gov/docs/5430-Exhibit-AB-20070904-26.pdf"
"08/29/2007","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Embassy of the Republic of Bolivia","BOLIVIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20070829-25.pdf"
"08/23/2007","Barbour Griffith & Rogers, LLC","5430","Short-Form","Murphy, Daniel R."," "," ","Available-FARA-Public-Office"
"08/20/2007","Barbour Griffith & Rogers, LLC","5430","Short-Form","Rogers, Edward M."," "," ","Available-FARA-Public-Office"
"08/20/2007","Barbour Griffith & Rogers, LLC","5430","Short-Form","Parasiliti, Andrew"," "," ","Available-FARA-Public-Office"
"08/20/2007","Barbour Griffith & Rogers, LLC","5430","Short-Form","Roberts, John Walker"," "," ","Available-FARA-Public-Office"
"08/20/2007","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Allawi, Ayad","IRAQ","https://efile.fara.gov/docs/5430-Exhibit-AB-20070820-24.pdf"
"08/20/2007","Barbour Griffith & Rogers, LLC","5430","Short-Form","Blackwill, Robert D."," "," ","Available-FARA-Public-Office"
"06/29/2007","Barbour Griffith & Rogers, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20070629-15.pdf"
"04/11/2007","Barbour Griffith & Rogers, LLC","5430","Short-Form","Ward, Laura Celeste J."," "," ","Available-FARA-Public-Office"
"02/22/2007","Barbour Griffith & Rogers, LLC","5430","Short-Form","Roberts, John Walker"," "," ","Available-FARA-Public-Office"
"01/30/2007","Barbour Griffith & Rogers, LLC","5430","Short-Form","Henick, Ingrid Belton"," "," ","Available-FARA-Public-Office"
"12/19/2006","Barbour Griffith & Rogers, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20061219-14.pdf"
"08/29/2006","Barbour Griffith & Rogers, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20060829-4.pdf"
"08/29/2006","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Serbia (through Serbian-American Center","SERBIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20060829-12.pdf"
"08/28/2006","Barbour Griffith & Rogers, LLC","5430","Short-Form","Ross, Shalla"," "," ","Available-FARA-Public-Office"
"07/26/2006","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Serbia (through Serbian-American Center","SERBIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20060726-9.pdf"
"06/30/2006","Barbour Griffith & Rogers, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20060630-3.pdf"
"06/30/2006","Barbour Griffith & Rogers, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20060630-4.pdf"
"06/05/2006","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","National Dialogue Party of Lebanon","LEBANON","https://efile.fara.gov/docs/5430-Exhibit-AB-20060605-8.pdf"
"05/02/2006","Barbour Griffith & Rogers, LLC","5430","Short-Form","Cunningham, William B."," "," ","Available-FARA-Public-Office"
"04/28/2006","Barbour Griffith & Rogers, LLC","5430","Short-Form","Lukawski, Jennifer"," "," ","Available-FARA-Public-Office"
"02/03/2006","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Embassy of the State of Eritrea","ERITREA","https://efile.fara.gov/docs/5430-Exhibit-AB-20060203-22.pdf"
"12/19/2005","Barbour Griffith & Rogers, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20051219-13.pdf"
"11/15/2005","Barbour Griffith & Rogers, LLC","5430","Short-Form","Blackwill, Robert D."," "," ","Available-FARA-Public-Office"
"09/12/2005","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20050912-21.pdf"
"06/22/2005","Barbour Griffith & Rogers, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20050622-12.pdf"
"04/07/2005","Barbour Griffith & Rogers, LLC","5430","Short-Form","Blakeman, Bradley A."," "," ","Available-FARA-Public-Office"
"04/07/2005","Barbour Griffith & Rogers, LLC","5430","Short-Form","Parasiliti, Andrew"," "," ","Available-FARA-Public-Office"
"04/07/2005","Barbour Griffith & Rogers, LLC","5430","Short-Form","Imperatore, Brant"," "," ","Available-FARA-Public-Office"
"03/22/2005","Barbour Griffith & Rogers, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20050322-6.pdf"
"03/15/2005","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Republic of China (Taiwan)","TAIWAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20050315-20.pdf"
"12/22/2004","Barbour Griffith & Rogers, LLC","5430","Short-Form","Rogers, Edward M. Jr."," "," ","Available-FARA-Public-Office"
"12/22/2004","Barbour Griffith & Rogers, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20041222-11.pdf"
"12/14/2004","Barbour Griffith & Rogers, LLC","5430","Exhibit AB"," ","Republic of Equatorial Guinea (through Farragut Advisors (E.G.), LLC)","EQUATORIAL GUINEA","https://efile.fara.gov/docs/5430-Exhibit-AB-20041214-19.pdf"
