,Date.Stamped,Registrant.Name,Registration.Number,Document.Type,Short.Form.Name,Foreign.Principal.Name,Foreign.Principal.Country,Url
2854,9/15/2019,6170,6170,Informational Materials, ,Embassy of the Republic of Turkey,TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20190915-694.pdf
2855,9/15/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190915-180.pdf
2856,9/13/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Vitter, David", , ,https://efile.fara.gov/docs/6170-Short-Form-20190913-490.pdf
2857,9/13/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190913-693.pdf
2858,9/12/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Otterbacher, Kaylee", , ,https://efile.fara.gov/docs/6170-Short-Form-20190912-488.pdf
2859,9/12/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Stach, Deirdre", , ,https://efile.fara.gov/docs/6170-Short-Form-20190912-480.pdf
2860,9/12/2019,6170,6170,Informational Materials, ,Consulate General of Japan,JAPAN,https://efile.fara.gov/docs/6170-Informational-Materials-20190912-660.pdf
2861,9/12/2019,6170,6170,Informational Materials, ,Consulate General of Japan,JAPAN,https://efile.fara.gov/docs/6170-Informational-Materials-20190912-659.pdf
2862,9/11/2019,"Mercury Public Affairs, LLC",6170,Exhibit AB, ,Ministry of Foreign Affairs and International Trade of Zimbabwe (through Mercury International UK Ltd.) (MFA),ZIMBABWE,https://efile.fara.gov/docs/6170-Exhibit-AB-20190911-68.pdf
2863,9/11/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Galan, Vladislava", , ,https://efile.fara.gov/docs/6170-Short-Form-20190911-482.pdf
2864,9/11/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Birnbaum, George Eli", , ,https://efile.fara.gov/docs/6170-Short-Form-20190911-484.pdf
2865,9/11/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Lefkowitz, Trent", , ,https://efile.fara.gov/docs/6170-Short-Form-20190911-486.pdf
2866,9/10/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Turkey - U.S. Business Council (TAIK),TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20190910-172.pdf
2867,9/10/2019,6170,6170,Informational Materials, ,Embassy of the Republic of Turkey,TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20190910-698.pdf
2868,9/10/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190910-178.pdf
2869,9/10/2019,"Mercury Public Affairs, LLC",6170,Amendment, , , ,https://efile.fara.gov/docs/6170-Amendment-20190910-67.pdf
2870,9/10/2019,6170,6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190910-649.pdf
2871,9/6/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190906-163.pdf
2872,9/5/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190905-701.pdf
2873,9/5/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190905-702.pdf
2874,9/5/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190905-696.pdf
2875,9/5/2019,6170,6170,Informational Materials, ,En+ Group international Public Joint-Stock Company,RUSSIA,https://efile.fara.gov/docs/6170-Informational-Materials-20190905-700.pdf
2876,9/5/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190905-697.pdf
2877,9/3/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190903-173.pdf
2878,8/27/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190827-171.pdf
2879,8/22/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190822-164.pdf
2880,8/22/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Boudet, Otto Francisco", , ,https://efile.fara.gov/docs/6170-Short-Form-20190822-478.pdf
2881,8/17/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Emery, Rodney", , ,https://efile.fara.gov/docs/6170-Short-Form-20190817-476.pdf
2882,8/15/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190815-166.pdf
2883,8/13/2019,6170,6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190813-658.pdf
2884,8/13/2019,6170,6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190813-656.pdf
2885,8/13/2019,6170,6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190813-657.pdf
2886,8/9/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Hikvision USA Inc.,CHINA,https://efile.fara.gov/docs/6170-Informational-Materials-20190809-159.pdf
2887,8/6/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190806-168.pdf
2888,8/5/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190805-124.pdf
2889,7/29/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190729-142.pdf
2890,7/26/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190726-128.pdf
2891,7/26/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190726-127.pdf
2892,7/24/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190724-699.pdf
2893,7/23/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"DeFalco, Beth Helene", , ,https://efile.fara.gov/docs/6170-Short-Form-20190723-472.pdf
2894,7/22/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190722-132.pdf
2895,7/22/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190722-650.pdf
2896,7/21/2019,6170,6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190721-652.pdf
2897,7/19/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-148.pdf
2898,7/19/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-707.pdf
2899,7/19/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-705.pdf
2900,7/19/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-655.pdf
2901,7/19/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-651.pdf
2902,7/19/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-653.pdf
2903,7/19/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-654.pdf
2904,7/19/2019,6170,6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-708.pdf
2905,7/19/2019,6170,6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-706.pdf
2906,7/19/2019,6170,6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-704.pdf
2907,7/19/2019,6170,6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190719-703.pdf
2908,7/18/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190718-718.pdf
2909,7/18/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190718-716.pdf
2910,7/18/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190718-717.pdf
2911,7/18/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190718-715.pdf
2912,7/17/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190717-151.pdf
2913,7/17/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190717-641.pdf
2914,7/17/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190717-642.pdf
2915,7/16/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190716-156.pdf
2916,7/16/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Wilson, Daniel", , ,https://efile.fara.gov/docs/6170-Short-Form-20190716-470.pdf
2917,7/11/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190711-119.pdf
2918,7/9/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190709-625.pdf
2919,7/8/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190708-118.pdf
2920,7/2/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Webster, Morgan Ashley", , ,https://efile.fara.gov/docs/6170-Short-Form-20190702-468.pdf
2921,7/2/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190702-103.pdf
2922,7/1/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190701-621.pdf
2923,7/1/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190701-622.pdf
2924,7/1/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190701-623.pdf
2925,7/1/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190701-624.pdf
2926,7/1/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190701-620.pdf
2927,6/28/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Stach, Deirdre", , ,https://efile.fara.gov/docs/6170-Short-Form-20190628-464.pdf
2928,6/28/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Toomey, Molly Clare", , ,https://efile.fara.gov/docs/6170-Short-Form-20190628-466.pdf
2929,6/28/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Wilson, Louis J.", , ,https://efile.fara.gov/docs/6170-Short-Form-20190628-462.pdf
2930,6/28/2019,"Mercury Public Affairs, LLC",6170,Supplemental Statement, , , ,https://efile.fara.gov/docs/6170-Supplemental-Statement-20190628-13.pdf
2931,6/28/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Rajaiah, Daniel", , ,https://efile.fara.gov/docs/6170-Short-Form-20190628-460.pdf
2932,6/28/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190628-709.pdf
2933,6/28/2019,6170,6170,Informational Materials, ,Embassy of the Republic of Turkey,TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20190628-710.pdf
2934,6/28/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190628-100.pdf
2935,6/27/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190627-144.pdf
2936,6/27/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190627-719.pdf
2937,6/26/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Lord Gregory Barker of Battle PC,RUSSIA,https://efile.fara.gov/docs/6170-Informational-Materials-20190626-129.pdf
2938,6/25/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190625-732.pdf
2939,6/25/2019,6170,6170,Informational Materials, ,En+ Group international Public Joint-Stock Company,RUSSIA,https://efile.fara.gov/docs/6170-Informational-Materials-20190625-580.pdf
2940,6/24/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Lord Gregory Barker of Battle PC,RUSSIA,https://efile.fara.gov/docs/6170-Informational-Materials-20190624-126.pdf
2941,6/21/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190621-115.pdf
2942,6/18/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190618-110.pdf
2943,6/18/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190618-114.pdf
2944,6/18/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190618-583.pdf
2945,6/17/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190617-108.pdf
2946,6/17/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190617-107.pdf
2947,6/14/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190614-102.pdf
2948,6/10/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190610-581.pdf
2949,6/10/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190610-582.pdf
2950,6/7/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190607-93.pdf
2951,6/5/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190605-88.pdf
2952,6/4/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190604-92.pdf
2953,6/4/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190604-579.pdf
2954,5/31/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190531-617.pdf
2955,5/31/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190531-619.pdf
2956,5/31/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190531-90.pdf
2957,5/30/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190530-87.pdf
2958,5/23/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190523-82.pdf
2959,5/22/2019,"Mercury Public Affairs, LLC",6170,Exhibit AB, ,En+Group plc,RUSSIA,https://efile.fara.gov/docs/6170-Exhibit-AB-20190522-67.pdf
2960,5/22/2019,"Mercury Public Affairs, LLC",6170,Amendment, , , ,https://efile.fara.gov/docs/6170-Amendment-20190522-66.pdf
2961,5/19/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190519-95.pdf
2962,5/19/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190519-720.pdf
2963,5/15/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190515-134.pdf
2964,5/15/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190515-76.pdf
2965,5/15/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190515-167.pdf
2966,5/15/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190515-109.pdf
2967,5/13/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190513-77.pdf
2968,5/13/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190513-578.pdf
2969,5/13/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190513-577.pdf
2970,5/12/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190512-78.pdf
2971,5/12/2019,6170,6170,Informational Materials, ,Embassy of the Republic of Turkey,TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20190512-573.pdf
2972,5/10/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190510-79.pdf
2973,5/9/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Toomey, Molly", , ,https://efile.fara.gov/docs/6170-Short-Form-20190509-448.pdf
2974,5/9/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190509-80.pdf
2975,5/9/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Petrone, Brent James", , ,https://efile.fara.gov/docs/6170-Short-Form-20190509-446.pdf
2976,5/8/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190508-75.pdf
2977,5/5/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190505-572.pdf
2978,5/5/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190505-71.pdf
2979,5/5/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190505-576.pdf
2980,5/2/2019,6170,6170,Informational Materials, ,Embassy of the Republic of Turkey,TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20190502-569.pdf
2981,5/2/2019,6170,6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190502-570.pdf
2982,5/2/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Emery, Rodney", , ,https://efile.fara.gov/docs/6170-Short-Form-20190502-458.pdf
2983,5/2/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190502-70.pdf
2984,5/2/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Embassy of the Republic of Turkey,TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20190502-72.pdf
2985,5/1/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Petrone, Brent James", , ,https://efile.fara.gov/docs/6170-Short-Form-20190501-442.pdf
2986,5/1/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Petrone, Brent James", , ,https://efile.fara.gov/docs/6170-Short-Form-20190501-454.pdf
2987,5/1/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Lefkowitz, Trent", , ,https://efile.fara.gov/docs/6170-Short-Form-20190501-456.pdf
2988,5/1/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Lefkowitz, Trent", , ,https://efile.fara.gov/docs/6170-Short-Form-20190501-444.pdf
2989,4/30/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Vilkos, Yulianna", , ,https://efile.fara.gov/docs/6170-Short-Form-20190430-452.pdf
2990,4/30/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Toro, Brian Scott", , ,https://efile.fara.gov/docs/6170-Short-Form-20190430-450.pdf
2991,4/30/2019,6170,6170,Informational Materials, ,"Government of National Accord Libya, Office of the Prime Minister",LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20190430-567.pdf
2992,4/30/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,People's Progressive Party (Guyana),GUYANA,https://efile.fara.gov/docs/6170-Informational-Materials-20190430-68.pdf
2993,4/29/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"DeFalco, Beth Helene", , ,https://efile.fara.gov/docs/6170-Short-Form-20190429-432.pdf
2994,4/29/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Westlate-Tritton, Benjamin Stanley", , ,https://efile.fara.gov/docs/6170-Short-Form-20190429-436.pdf
2995,4/29/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"DeFalco, Beth Helene", , ,https://efile.fara.gov/docs/6170-Short-Form-20190429-402.pdf
2996,4/28/2019,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Lord Gregory Barker of Battle PC,RUSSIA,https://efile.fara.gov/docs/6170-Informational-Materials-20190428-63.pdf
2997,4/28/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Lanza, Bryan", , ,https://efile.fara.gov/docs/6170-Short-Form-20190428-430.pdf
2998,4/28/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Lanza, Bryan", , ,https://efile.fara.gov/docs/6170-Short-Form-20190428-404.pdf
2999,4/28/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Dumas, Mamyrah Erica", , ,https://efile.fara.gov/docs/6170-Short-Form-20190428-434.pdf
3000,4/26/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Hilton, Steven", , ,https://efile.fara.gov/docs/6170-Short-Form-20190426-426.pdf
3001,4/26/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Garcia, Jose Antonio", , ,https://efile.fara.gov/docs/6170-Short-Form-20190426-416.pdf
3002,4/26/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Emery, Rodney", , ,https://efile.fara.gov/docs/6170-Short-Form-20190426-428.pdf
3003,4/26/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Walker, Alexander", , ,https://efile.fara.gov/docs/6170-Short-Form-20190426-420.pdf
3004,4/26/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Vitter, David", , ,https://efile.fara.gov/docs/6170-Short-Form-20190426-424.pdf
3005,4/26/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Tayla, Suheyla", , ,https://efile.fara.gov/docs/6170-Short-Form-20190426-412.pdf
3006,4/26/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Stach, Deirdre", , ,https://efile.fara.gov/docs/6170-Short-Form-20190426-408.pdf
3007,4/26/2019,"Mercury Public Affairs, LLC",6170,Short-Form,"Smith, Adam Covington", , ,https://efile.fara.gov/docs/6170-Short-Form-20190426-414.pdf
